Player info,,,,,,Level 1 stats,,,,,,,,,Level 99 stats Note: Freedom is without Daisuke's notes,,,,,,,,,,,,,,,,,,,,,Moves,,,,,,,,
Full Name,Nickname,Position,Gender,Size,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,FP,Maxed out at,TP,Maxed out at,Kick,Maxed out at,Body,Maxed out at,Control,Maxed out at,Guard,Maxed out at,Speed,Maxed out at,Stamina,Maxed out at,Guts,Maxed out at,Freedom,Total,Max Totaal,Move 1,Learns at,Move  2,Learns at,Move 3,Learns at,Move 4,Learns at,Player HEX ID
Ryan Tappin,Tappin,MF,Male,Medium,Wood,46,48,17,15,13,16,12,13,17,94,Lv.69,128,Lv.69,68,Lv.69,48,Lv.69,68,Lv.69,52,Lv.99,54,Lv.69,58,Lv.69,59,Lv.69,11,407,418,Zigzag Spark,Lv.9,Doppelganger,Lv.15,Clone Faker,Lv.28,Invisible Fake,Lv.48,0x90A
Linda Shadey,Shadey,FW,Female,Medium,Air,37,35,12,11,13,10,10,10,13,102,Lv.69,134,Lv.69,69,Lv.69,56,Lv.99,70,Lv.69,46,Lv.69,59,Lv.69,57,Lv.69,56,Lv.69,24,413,437,Rolling Kick,Lv.7,Whirlwind Twister,Lv.11,Aikido,Lv.38,Butterfly Trance,Lv.46,0x90B
Sid Safehouse,Safeh’se,DF,Male,Large,Fire,63,68,9,15,17,17,10,14,14,126,Lv.69,117,Lv.69,62,Lv.99,67,Lv.69,53,Lv.69,65,Lv.69,53,Lv.69,61,Lv.69,58,Lv.69,21,419,440,Supreme Spin,Lv.16,Mega Wall,Lv.20,Million Hands,Lv.58,Body Shield,Lv.59,0x90C
Adam Ropes,Ropes,GK,Male,Large,Air,73,76,18,17,17,15,13,14,13,118,Lv.59,129,Lv.89,57,Lv.89,56,Lv.89,53,Lv.99,69,Lv.59,51,Lv.89,67,Lv.59,66,Lv.89,15,419,434,Aurora Curtain,Lv.1,Power Element,Lv.1,Land Of Ice,Lv.29,Ice Block,Lv.66,0x911
Joaquine Downtown,Downtown,DF,Female,Medium,Fire,60,55,13,13,15,15,15,12,19,109,Lv.59,133,Lv.89,54,Lv.89,54,Lv.89,55,Lv.89,63,Lv.99,52,Lv.89,56,Lv.59,63,Lv.89,36,397,433,Land Of Ice,Lv.1,Fire Rooster,Lv.34,Snow Angel,Lv.55,Comeback Kid,Lv.65,0x912
Milton Bindings,Bindings,DF,Male,Medium,Air,58,48,16,15,15,19,17,16,16,109,Lv.59,110,Lv.89,52,Lv.89,62,Lv.89,54,Lv.99,55,Lv.89,54,Lv.89,60,Lv.59,62,Lv.89,19,399,418,Fake Ball,Lv.13,Land Of Ice,Lv.25,Run Ball Run,Lv.31,Frozen Steal,Lv.45,0x913
Spike Gleeson,Gleeson,DF,Male,Medium,Wood,58,66,19,19,20,20,20,13,13,104,Lv.59,122,Lv.89,57,Lv.89,61,Lv.89,65,Lv.89,52,Lv.89,52,Lv.99,53,Lv.59,69,Lv.89,23,409,432,Spinning Cut,Lv.8,Doppelganger,Lv.18,Aurora Dribble,Lv.30,Shadow Stitch,Lv.37,0x914
Sean Snowfield,Snowf’ld,MF,Male,Large,Earth,32,51,17,14,15,12,7,11,16,113,Lv.69,115,Lv.89,53,Lv.89,65,Lv.89,51,Lv.89,72,Lv.69,58,Lv.99,62,Lv.69,68,Lv.89,10,429,439,Never Give Up,Lv.1,About Face,Lv.1,Kangaroo Kick,Lv.29,Mega Quake,Lv.52,0x915
Kerry Bootgaiter,Bootg’tr,MF,Female,Small,Air,58,64,14,13,14,15,18,13,16,102,Lv.69,136,Lv.89,48,Lv.89,59,Lv.89,57,Lv.89,54,Lv.89,63,Lv.89,57,Lv.69,60,Lv.99,30,398,428,About Face,Lv.1,Frozen Steal,Lv.35,Revolution V,Lv.30,Liar Shot,Lv.55,0x916
Maddox Rock,Maddox,MF,Male,Medium,Wood,52,60,14,15,13,18,14,12,15,106,Lv.59,124,Lv.89,56,Lv.89,60,Lv.89,61,Lv.89,54,Lv.89,61,Lv.89,53,Lv.59,65,Lv.99,20,410,430,Deceptor Dribble,Lv.1,Rainbow Arc,Lv.18,Gyro Head,Lv.27,Aurora Dribble,Lv.42,0x917
Robert Skipolson,Skip’lsn,MF,Male,Medium,Wood,42,60,13,16,18,16,15,11,14,117,Lv.59,119,Lv.89,56,Lv.89,52,Lv.89,62,Lv.89,53,Lv.89,68,Lv.99,54,Lv.59,55,Lv.89,22,400,422,Comet Shot,Lv.12,Deceptor Dribble,Lv.20,Hawk Shot,Lv.29,Air Ride,Lv.38,0x918
Shawn Froste,Froste,DF,Male,Medium,Air,56,66,16,14,16,15,18,14,14,108,Lv.59,120,Lv.69,59,Lv.89,57,Lv.69,68,Lv.99,64,Lv.69,70,Lv.69,69,Lv.59,50,Lv.89,8,437,445,Land Of Ice,Lv.1,Spinning Cut,Lv.16,Eternal Blizzard,Lv.42,Frozen Steal,Lv.59,0x919
Roland Climbstein,Climbs’n,FW,Male,Medium,Air,58,36,19,16,16,18,16,14,14,125,Lv.59,127,Lv.89,65,Lv.59,62,Lv.59,52,Lv.89,59,Lv.99,58,Lv.89,58,Lv.59,61,Lv.89,27,415,442,Cool Up!,Lv.1,Land Of Ice,Lv.1,Eternal Blizzard,Lv.19,Northern Impact,Lv.55,0x91A
Quentin Rackner,Rackner,FW,Male,Medium,Wood,52,59,20,13,14,18,17,15,18,118,Lv.59,117,Lv.89,56,Lv.89,57,Lv.99,56,Lv.89,58,Lv.89,64,Lv.89,65,Lv.59,64,Lv.89,18,420,438,Emperor Penguin No. 2,Lv.1,Eternal Blizzard,Lv.11,Whirlwind Cut,Lv.25,Water Veil,Lv.32,0x91B
Trent Peggs,Peggs,GK,Male,Small,Earth,56,64,17,15,16,17,10,11,16,113,Lv.59,121,Lv.89,47,Lv.89,58,Lv.99,59,Lv.89,66,Lv.89,57,Lv.89,63,Lv.59,71,Lv.89,16,421,437,Wood Chopper,Lv.9,Aurora Curtain,Lv.24,Whirlwind,Lv.39,Storm Rider,Lv.58,0x91C
Martin Ursus,Ursus,DF,Male,Medium,Wood,57,51,13,19,11,12,12,18,19,124,Lv.59,104,Lv.89,60,Lv.89,69,Lv.89,51,Lv.89,68,Lv.99,56,Lv.89,58,Lv.59,56,Lv.89,8,418,426,Defence Plus,Lv.1,Mole Fake,Lv.27,Land Of Ice,Lv.33,Volcano Cut,Lv.64,0x91D
Pete Bogg,Bogg,MF,Male,Medium,Fire,43,66,18,17,11,16,17,15,16,111,Lv.59,109,Lv.89,60,Lv.89,54,Lv.89,69,Lv.99,57,Lv.89,60,Lv.89,53,Lv.59,58,Lv.89,12,411,423,Double Touch,Lv.10,Meteor Attack,Lv.18,Aurora Dribble,Lv.33,Dual Strike,Lv.49,0x91E
Gem Strata,Strata,DF,Male,Large,Fire,44,64,17,16,14,20,16,20,13,107,Lv.59,116,Lv.89,56,Lv.89,57,Lv.89,52,Lv.89,53,Lv.89,60,Lv.99,53,Lv.59,60,Lv.89,26,391,417,Moonsault,Lv.9,Ultra Moon,Lv.40,Land Dragon,Lv.52,Stone Prison,Lv.55,0x91F
Horace Onlign,Onlign,FW,Male,Medium,Wood,51,35,14,14,17,16,14,17,15,105,Lv.59,118,Lv.89,55,Lv.89,63,Lv.89,52,Lv.89,52,Lv.89,60,Lv.89,58,Lv.59,60,Lv.99,12,400,412,Rolling Kick,Lv.1,Flurry Dash,Lv.1,Freeze Shot,Lv.25,Water Veil,Lv.57,0x920
Shawn Froste,Froste,FW,Male,Medium,Air,56,66,20,15,14,11,18,16,13,120,Lv.59,120,Lv.69,68,Lv.69,59,Lv.69,64,Lv.59,46,Lv.99,77,Lv.69,60,Lv.59,50,Lv.69,29,424,453,Eternal Blizzard,Lv.1,Aurora Dribble,Lv.12,Dog Run,Lv.42,Northern Impact,Lv.60,0x921
Shawn Froste,Froste,FW,Male,Medium,Air,67,76,26,24,26,24,30,27,23,120,Lv.59,120,Lv.69,61,Lv.69,59,Lv.69,72,Lv.99,59,Lv.69,77,Lv.69,62,Lv.59,57,Lv.69,7,447,454,Eternal Blizzard,Lv.1,Aurora Dribble,Lv.1,Snow Angel,Event,Legendary Wolf,Lv.1,0x922
Crane Kik,Kik,GK,Male,Medium,Wood,36,68,19,14,17,16,15,14,17,116,Lv.69,138,Lv.69,58,Lv.69,71,Lv.69,53,Lv.69,62,Lv.69,58,Lv.99,57,Lv.69,69,Lv.69,17,428,445,Never Give Up,Lv.1,Flame Breath,Lv.1,Clone Block,Lv.20,Fist of Justice,Lv.55,0x925
Parry Waxon,Waxon,DF,Male,Medium,Air,52,76,14,19,17,17,17,16,14,115,Lv.69,110,Lv.69,60,Lv.69,60,Lv.69,68,Lv.69,60,Lv.69,62,Lv.69,54,Lv.69,56,Lv.99,12,420,432,Spider Web,Lv.1,Clone Defence,Lv.1,Afterimage,Lv.21,Divine Stamp,Lv.46,0x926
Bri Spark,Sparky,DF,Male,Medium,Earth,45,70,17,19,17,17,17,15,17,106,Lv.69,107,Lv.69,56,Lv.69,53,Lv.99,59,Lv.69,52,Lv.69,57,Lv.69,63,Lv.69,48,Lv.69,33,388,421,Poison Fog,Lv.13,Kung Fu Fighting,Lv.20,Dark Whirlwind,Lv.29,Clone Faker,Lv.50,0x927
Max Fortune,Maxi,DF,Male,Medium,Wood,45,74,17,15,17,14,18,15,15,127,Lv.69,106,Lv.69,58,Lv.69,62,Lv.69,55,Lv.69,54,Lv.69,57,Lv.99,60,Lv.69,70,Lv.69,9,416,425,Whirlwind Twister,Lv.1,Clone Defence,Lv.14,Kung Fu Fighting,Lv.27,Divine Stamp,Lv.42,0x928
Brendan Water,Water,DF,Male,Large,Fire,56,55,15,18,13,17,16,20,17,107,Lv.69,113,Lv.69,53,Lv.69,58,Lv.99,67,Lv.69,56,Lv.69,62,Lv.69,59,Lv.69,53,Lv.69,23,408,431,Sumo Stomp,Lv.1,Super Sumo Stomp,Lv.1,Racing Flame,Lv.35,Mole Fake,Lv.37,0x929
Junior Fardream,Fardream,MF,Male,Small,Wood,55,80,13,17,16,15,13,16,14,113,Lv.69,117,Lv.69,58,Lv.69,53,Lv.69,70,Lv.69,62,Lv.69,54,Lv.69,61,Lv.69,59,Lv.99,19,417,436,No Element,Lv.1,Dark Whirlwind,Lv.23,Shadow Stitch,Lv.34,Clone Shot,Lv.42,0x92A
Ian Telektual,Telekt’l,MF,Male,Medium,Air,55,64,19,16,15,18,17,17,16,102,Lv.69,119,Lv.69,54,Lv.69,57,Lv.69,62,Lv.69,52,Lv.69,53,Lv.99,57,Lv.69,56,Lv.69,24,391,415,Clone Faker,Lv.17,Bewildered,Lv.21,Rolling Hell,Lv.38,Study,Lv.1,0x92B
Lee Dinglite,Dinglite,MF,Male,Medium,Wood,48,48,20,15,18,13,16,16,16,114,Lv.69,121,Lv.69,57,Lv.69,52,Lv.69,70,Lv.99,61,Lv.69,56,Lv.69,56,Lv.69,64,Lv.69,12,416,428,Kung Fu Header,Lv.1,Clone Shot,Lv.1,Doppelganger,Lv.18,Whirlwind Cut,Lv.39,0x92C
Marshall Artz,Marshall,FW,Male,Medium,Fire,62,93,14,11,16,18,16,15,18,126,Lv.59,116,Lv.59,59,Lv.59,56,Lv.59,68,Lv.99,60,Lv.59,62,Lv.59,64,Lv.59,71,Lv.59,8,440,448,Big Moves!,Lv.1,Kung Fu Fighting,Lv.1,Whirlwind Twister,Lv.1,Fireball Storm,Lv.60,0x92D
Tyke Wando,Wando,FW,Male,Medium,Wood,58,66,17,15,14,14,18,17,20,119,Lv.69,120,Lv.69,60,Lv.69,56,Lv.69,57,Lv.69,53,Lv.99,68,Lv.69,58,Lv.69,55,Lv.69,10,407,417,Double Touch,Lv.1,Dragon Crash,Lv.1,Megaton Head,Lv.33,Land Dragon,Lv.42,0x92E
Dirk Artz,Dirk,FW,Male,Medium,Air,49,66,18,11,13,19,17,17,16,126,Lv.59,118,Lv.59,75,Lv.59,55,Lv.99,59,Lv.59,57,Lv.59,72,Lv.59,52,Lv.59,71,Lv.59,10,441,451,Critical!,Lv.1,Dragon Cannon,Lv.1,Gale Dash,Lv.1,Whirlwind Force,Lv.57,0x92F
Scott Banyan,Banyan,DF,Male,Small,Wood,70,50,22,25,25,28,27,27,24,126,Lv.89,114,Lv.89,44,Lv.89,58,Lv.99,57,Lv.89,63,Lv.89,65,Lv.89,72,Lv.89,50,Lv.89,31,409,440,Whirlwind Force,Lv.1,About Face,Lv.1,Gale Dash,Lv.22,Harvest,Lv.42,0x930
Earnest Bookworm,Bookworm,GK,Male,Medium,Air,44,54,13,17,13,17,11,14,13,108,Lv.69,118,Lv.69,53,Lv.69,54,Lv.69,60,Lv.99,56,Lv.69,55,Lv.69,55,Lv.69,65,Lv.69,16,398,414,Tornado Catch,Lv.1,Fireball Head,Lv.22,Flame Breath,Lv.33,Table-Turner,Lv.49,0x931
Ollie Gami,Gami,DF,Male,Large,Wood,52,59,12,17,11,15,16,17,14,106,Lv.69,120,Lv.69,58,Lv.69,57,Lv.69,59,Lv.69,58,Lv.69,57,Lv.99,60,Lv.69,58,Lv.69,10,407,417,Ghost Pull,Lv.1,Black Magic,Lv.1,Teleport Shot,Lv.28,Bamboo Pattern,Lv.43,0x932
Roman Kandel,Kandel,MF,Male,Small,Fire,40,76,18,19,17,13,16,17,12,117,Lv.69,103,Lv.69,60,Lv.69,61,Lv.69,54,Lv.69,52,Lv.69,57,Lv.69,58,Lv.99,57,Lv.69,7,399,406,Monkey Turn,Lv.1,Heat Tackle,Lv.29,Hellfire,Lv.35,Volcano Cut,Lv.50,0x933
Don Ation,Ation,FW,Male,Medium,Air,37,64,11,15,16,12,10,16,18,110,Lv.69,107,Lv.69,63,Lv.69,60,Lv.69,54,Lv.69,57,Lv.69,52,Lv.99,56,Lv.69,57,Lv.69,22,399,421,Teleport Shot,Lv.1,Kung Fu Header,Lv.30,Whirlwind Force,Lv.34,Dragon Cannon,Lv.55,0x934
Scott Banyan,Banyan,DF,Male,Small,Wood,54,80,12,15,15,18,17,17,14,128,Lv.89,110,Lv.89,57,Lv.89,58,Lv.69,55,Lv.69,53,Lv.99,64,Lv.89,72,Lv.89,42,Lv.69,11,401,412,Jinx,Lv.1,Kung Fu Header,Lv.14,Gale Dash,Lv.34,Liar Shot,Lv.46,0x935
Joseph King,King,GK,Male,Medium,Fire,55,96,15,11,13,16,13,14,14,130,Lv.59,120,Lv.59,58,Lv.59,56,Lv.69,61,Lv.59,72,Lv.59,57,Lv.59,62,Lv.59,53,Lv.99,22,419,441,Put Your Back Into It!,Lv.1,Beast Fang,Lv.1,Power Shield,Lv.32,Full Power Shield,Lv.37,0x939
Rowan Beltzer,Beltzer,DF,Male,Medium,Air,61,78,17,17,11,15,18,13,17,116,Lv.59,112,Lv.69,56,Lv.59,62,Lv.59,63,Lv.59,60,Lv.99,62,Lv.59,63,Lv.59,58,Lv.59,8,424,432,Cyclone,Lv.1,Double Cyclone,Lv.1,Back Tornado,Lv.1,Double Tornado,Lv.32,0x93A
Blade Healen,Healen,DF,Male,Medium,Earth,62,93,14,13,11,14,20,16,17,112,Lv.59,106,Lv.69,53,Lv.59,56,Lv.99,62,Lv.59,64,Lv.69,62,Lv.59,67,Lv.59,62,Lv.59,8,426,434,Killer Slide,Lv.1,Breakthrough 2,Lv.1,About Face,Lv.28,Clone Faker,Lv.30,0x93B
Argie Bargie,Bargie,DF,Male,Large,Wood,75,92,16,17,15,18,10,14,17,150,Lv.59,103,Lv.69,56,Lv.59,66,Lv.59,62,Lv.59,64,Lv.69,64,Lv.59,55,Lv.59,60,Lv.99,11,427,438,Recovery,Lv.1,Killer Slide,Lv.1,Double Cyclone,Lv.10,Mad Express,Lv.65,0x93C
Lee Bamboo,Bamboo,DF,Male,Medium,Fire,63,78,17,14,10,16,18,17,12,108,Lv.59,112,Lv.69,58,Lv.59,56,Lv.59,63,Lv.59,59,Lv.69,64,Lv.59,59,Lv.99,55,Lv.59,14,414,428,Coil Turn,Lv.1,Breakthrough 2,Lv.1,Spinning Cut,Lv.25,Lightning Sprint,Lv.46,0x93D
Eton Messer,Messer,MF,Male,Medium,Wood,57,88,11,16,18,17,17,15,17,109,Lv.59,117,Lv.69,52,Lv.59,63,Lv.59,70,Lv.59,52,Lv.59,57,Lv.99,51,Lv.59,58,Lv.59,18,403,421,Double Wrath Shot,Lv.1,Defence Scan,Lv.1,Attack Scan,Lv.1,Invisible Fake,Lv.42,0x93E
Jonah Spark,Spark,MF,Male,Small,Earth,49,76,11,11,14,12,15,13,14,126,Lv.59,110,Lv.69,56,Lv.59,64,Lv.69,58,Lv.99,57,Lv.59,66,Lv.69,63,Lv.59,61,Lv.59,14,425,439,Ghost Pull,Lv.1,Illusion Ball,Lv.1,Dark Whirlwind,Lv.28,Heavy Mettle,Lv.36,0x93F
Sue Sparrow,Sparrow,MF,Female,Medium,Air,75,88,16,12,11,11,17,10,14,105,Lv.59,138,Lv.69,57,Lv.59,63,Lv.99,64,Lv.59,54,Lv.59,58,Lv.69,59,Lv.59,60,Lv.59,13,415,428,Back Tornado,Lv.1,Meteor Shower,Lv.22,Dual Storm,Lv.49,Field of Force,Lv.60,0x940
Riley Jamm,Jamm,FW,Male,Medium,Wood,48,99,18,19,16,20,17,13,18,103,Lv.59,126,Lv.69,63,Lv.59,60,Lv.99,57,Lv.59,54,Lv.59,60,Lv.59,69,Lv.69,52,Lv.59,16,415,431,Wrath Shot,Lv.1,Double Wrath Shot,Lv.1,Circus Block,Lv.1,Death Zone,Lv.64,0x941
Caleb Stonewall,Stonew’l,MF,Male,Medium,Fire,55,99,18,16,15,10,19,18,18,118,Lv.59,127,Lv.59,61,Lv.59,78,Lv.69,66,Lv.99,54,Lv.59,64,Lv.59,50,Lv.69,53,Lv.69,23,426,449,Move It!,Lv.1,Triple Boost,Lv.1,Breakthrough 2,Lv.1,Yo-Yo Ball,Lv.35,0x942
David Samford,Samford,FW,Male,Medium,Wood,62,90,16,12,17,13,17,13,16,129,Lv.59,115,Lv.59,75,Lv.59,60,Lv.69,57,Lv.59,49,Lv.59,58,Lv.99,76,Lv.69,58,Lv.69,20,433,453,Offence Force,Lv.1,Emperor Penguin No. 1,Lv.1,Abaddon Drop,Lv.28,Emperor Penguin No. 2,Lv.60,0x943
Jimbo Cellar,Cellar,GK,Male,Medium,Wood,76,72,13,16,14,15,14,10,12,110,Lv.59,122,Lv.59,52,Lv.59,65,Lv.59,56,Lv.59,67,Lv.59,54,Lv.59,58,Lv.59,55,Lv.99,15,407,422,Killer Slide,Lv.1,Shot Pocket,Lv.1,Slingshot,Lv.50,Galatyn,Lv.50,0x944
Zenn Wildhorse,Wildhrs.,FW,Male,Small,Air,48,54,16,16,17,14,17,13,14,106,Lv.59,104,Lv.59,57,Lv.59,57,Lv.59,61,Lv.59,51,Lv.59,60,Lv.59,56,Lv.99,62,Lv.59,20,404,424,Rodeo Clown,Lv.1,Phantom Shot,Lv.1,Illusion Ball,Lv.31,Armadillo Circus,Lv.53,0x945
Dawson Little,Little,DF,Male,Medium,Air,60,58,10,14,17,14,14,12,13,115,Lv.59,104,Lv.59,60,Lv.59,54,Lv.59,61,Lv.59,54,Lv.59,65,Lv.59,60,Lv.59,58,Lv.99,17,412,429,Quick Draw,Lv.1,Defence Scan,Lv.29,Zigzag Spark,Lv.36,Divine Stamp,Lv.46,0x946
Cosimo Beck,Beck,MF,Male,Medium,Wood,62,64,20,14,20,13,12,10,11,117,Lv.59,110,Lv.59,59,Lv.59,52,Lv.59,63,Lv.59,60,Lv.59,61,Lv.99,52,Lv.59,68,Lv.59,10,415,425,Utter Gutsiness Bat,Lv.1,Utter Gutsiness Club,Lv.30,Matador Feint,Lv.38,Flash Upper,Lv.52,0x947
Maston Color,Color,MF,Male,Large,Earth,55,60,10,18,14,10,19,13,20,119,Lv.59,118,Lv.59,68,Lv.59,56,Lv.59,52,Lv.99,64,Lv.59,53,Lv.59,66,Lv.59,48,Lv.59,15,407,422,Magic,Lv.1,Jinx,Lv.1,Super Sumo Stomp,Lv.31,Mole Shuffle,Lv.40,0x948
Darren LaChance,LaChance,GK,Male,Medium,Wood,52,88,24,24,29,26,25,28,29,113,Lv.59,142,Lv.59,59,Lv.59,54,Lv.59,66,Lv.59,72,Lv.99,56,Lv.59,60,Lv.59,64,Lv.59,25,431,456,God Hand(W),Lv.1,Majin The Hand(W),Lv.1,Fiend Hand,Event,Mugen The Hand,Lv.1,0x94D
Drancis Fake,Fake,DF,Male,Medium,Air,62,54,15,20,14,16,19,16,12,108,Lv.59,116,Lv.59,55,Lv.59,56,Lv.99,60,Lv.59,55,Lv.59,60,Lv.59,60,Lv.59,60,Lv.59,10,406,416,Cool Up!,Lv.1,Circus Block,Lv.1,Big Fan,Lv.28,Paladin Strike,Lv.46,0x94E
Mick Mishap,Mishap,DF,Male,Medium,Wood,58,51,18,20,13,15,13,20,17,116,Lv.59,107,Lv.59,60,Lv.59,60,Lv.99,53,Lv.59,60,Lv.59,59,Lv.59,66,Lv.59,60,Lv.59,6,418,424,Shooting Star,Lv.1,Horn Train,Lv.29,Gale Dash,Lv.33,Sub-Terfuge,Lv.55,0x94F
Louis Leave,Leave,DF,Male,Large,Fire,67,51,20,14,16,16,11,20,16,112,Lv.59,105,Lv.59,61,Lv.59,63,Lv.59,58,Lv.99,68,Lv.59,54,Lv.59,64,Lv.59,52,Lv.59,6,420,426,Utter Gutsiness Club,Lv.1,Horn Train,Lv.1,Heat Tackle,Lv.35,Mad Express,Lv.61,0x950
Maurice Badgame,Badgame,DF,Male,Large,Earth,49,56,14,19,20,18,17,18,20,117,Lv.59,108,Lv.59,60,Lv.59,66,Lv.59,52,Lv.59,64,Lv.59,52,Lv.99,65,Lv.59,58,Lv.59,16,417,433,The Wall,Lv.1,Big Fan,Lv.1,Iron Wall,Lv.33,Table-Turner,Lv.51,0x951
Cannon Random,Random,MF,Male,Small,Fire,54,51,17,14,13,11,20,17,19,107,Lv.59,117,Lv.59,53,Lv.59,62,Lv.59,60,Lv.59,53,Lv.59,68,Lv.59,63,Lv.59,55,Lv.99,10,414,424,Quick Draw,Lv.1,Armadillo Circus,Lv.1,Fireball Head,Lv.32,Hellfire,Lv.48,0x952
Ulric Richmen,Richmen,MF,Male,Medium,Wood,54,66,18,17,20,17,17,20,20,118,Lv.59,113,Lv.59,62,Lv.59,61,Lv.59,59,Lv.59,55,Lv.59,57,Lv.59,61,Lv.99,58,Lv.59,18,413,431,Snake Shot,Lv.1,Circus Block,Lv.1,Spectacle Crash,Lv.29,Acrobat Bomber,Lv.43,0x953
Dave Fate,Fate,FW,Male,Large,Earth,60,39,14,17,17,13,16,11,19,106,Lv.59,104,Lv.59,54,Lv.59,64,Lv.99,54,Lv.59,51,Lv.59,63,Lv.59,62,Lv.59,61,Lv.59,12,409,421,Move It!,Lv.1,Super Sumo Stomp,Lv.1,Big Fan,Lv.1,Revolution V,Lv.39,0x954
Spencer Duskplay,Duskplay,MF,Male,Medium,Air,64,56,16,17,19,16,15,18,16,111,Lv.59,109,Lv.59,73,Lv.59,52,Lv.59,62,Lv.59,57,Lv.59,52,Lv.99,64,Lv.59,53,Lv.59,17,413,430,Double Grenade,Lv.1,Inazuma-1,Lv.29,Big Fan,Lv.39,Utter Gutsiness Club,Lv.47,0x955
Jonathan Luckyman,Luckyman,FW,Male,Medium,Wood,68,49,18,17,20,13,20,16,17,117,Lv.59,121,Lv.59,65,Lv.59,62,Lv.59,57,Lv.59,56,Lv.59,65,Lv.59,61,Lv.59,64,Lv.99,14,430,444,Never Give Up,Lv.1,Rainbow Arc,Lv.1,Three-Legged Rush,Lv.1,Inazuma Break,Lv.55,0x956
Joe Poker,Poker,FW,Male,Small,Fire,57,63,15,13,11,11,17,18,19,115,Lv.59,113,Lv.59,54,Lv.59,62,Lv.59,58,Lv.59,48,Lv.59,67,Lv.59,55,Lv.99,64,Lv.59,11,408,419,Utter Gutsiness Bat,Lv.1,Rainbow Arc,Lv.1,Meteor Attack,Lv.33,Dual Storm,Lv.53,0x957
Wiley Cracker,Cracker,GK,Male,Medium,Fire,44,51,19,18,11,19,16,10,14,102,Lv.59,127,Lv.59,52,Lv.59,64,Lv.59,56,Lv.59,66,Lv.59,60,Lv.59,56,Lv.59,56,Lv.99,12,410,422,Sliding Goal,Lv.1,Fireball Knuckle,Lv.1,Utter Gutsiness Catch,Lv.36,Counter Strike,Lv.52,0x958
Mark Failing,Failing,FW,Male,Medium,Wood,38,68,16,20,17,15,12,14,14,113,Lv.59,101,Lv.59,61,Lv.59,61,Lv.59,56,Lv.59,57,Lv.59,54,Lv.59,54,Lv.59,55,Lv.99,6,398,404,Bubble Gum,Lv.1,Grenade Shot,Lv.28,Dynamite Shot,Lv.34,Aikido,Lv.42,0x959
Alton Cotts,Cotts,MF,Male,Large,Earth,55,48,13,18,11,19,10,12,13,119,Lv.59,108,Lv.59,55,Lv.59,64,Lv.59,51,Lv.59,71,Lv.59,48,Lv.59,68,Lv.99,67,Lv.59,7,424,431,Grenade Shot,Lv.1,Mega Wall,Lv.30,Rainbow Arc,Lv.36,Fake Bomber,Lv.45,0x95A
Mike Passing,Passing,FW,Male,Small,Air,36,37,14,12,20,12,13,14,17,105,Lv.59,118,Lv.59,52,Lv.59,52,Lv.59,71,Lv.59,47,Lv.59,68,Lv.59,57,Lv.99,63,Lv.59,13,410,423,Lucky!,Lv.1,Gyro Head,Lv.29,Twin Boost,Lv.40,Three-Legged Rush,Lv.54,0x95B
Knowle Bathers,Bathers,GK,Male,Medium,Air,78,45,17,16,12,15,14,18,17,114,Lv.59,123,Lv.59,59,Lv.59,64,Lv.59,52,Lv.59,58,Lv.59,59,Lv.99,57,Lv.59,62,Lv.59,9,411,420,Whirlwind,Lv.1,Fireball Head,Lv.1,Spinning Cut,Lv.33,Double Rocket,Lv.49,0x95C
Rocky Black,Rocky,GK,Male,Large,Fire,70,60,18,20,14,18,15,20,19,104,Lv.59,125,Lv.59,58,Lv.59,68,Lv.59,52,Lv.99,76,Lv.59,50,Lv.59,59,Lv.59,64,Lv.59,10,427,437,Big Moves!,Lv.1,Table-Turner,Lv.1,Tsunami Wall,Lv.1,Barrier Reef,Lv.46,0x961
Chad Taylor,Diver,DF,Male,Medium,Air,70,72,15,20,16,20,16,18,17,124,Lv.59,108,Lv.59,61,Lv.59,55,Lv.99,60,Lv.59,53,Lv.59,58,Lv.59,68,Lv.59,57,Lv.59,10,412,422,Coil Turn,Lv.1,Water Veil,Lv.33,Big Fan,Lv.38,Fake Bomber,Lv.43,0x962
Victor Hills,Hills,DF,Male,Large,Earth,57,76,17,19,14,18,17,15,18,112,Lv.59,110,Lv.59,59,Lv.59,61,Lv.59,59,Lv.59,68,Lv.99,52,Lv.59,57,Lv.59,63,Lv.59,7,419,426,No Escape,Lv.1,Toughness Block,Lv.35,Tsunami Wall,Lv.42,Never Give Up,Lv.51,0x963
Hurley Kane,Kane,DF,Male,Medium,Air,78,72,31,30,27,27,25,27,27,132,Lv.59,117,Lv.59,75,Lv.59,70,Lv.99,51,Lv.59,61,Lv.59,51,Lv.59,71,Lv.59,65,Lv.59,9,444,453,Everyone Move It!,Lv.1,Tsunami Boost,Lv.1,The Typhoon,Event,Whale Guard,Lv.28,0x964
Hector Redding,Redding,DF,Male,Medium,Fire,55,66,12,15,16,19,16,20,18,105,Lv.59,117,Lv.59,62,Lv.59,57,Lv.59,63,Lv.99,54,Lv.59,56,Lv.59,62,Lv.59,56,Lv.59,11,410,421,Move It!,Lv.1,Heat Tackle,Lv.35,Rolling Slide,Lv.38,Capoeira Grab,Lv.55,0x965
